ID,Name,Type,Category,PP,Power,Accuracy,SwSh,BDSP,LA,Contact,Target,SwSh_TM,SwSh_TM_No,BDSP_TM,BDSP_TM_No,is_TR,TR,Priority,Multihit,Charge,Recharge,Binding,Sound,Powder,Recoil,Gen
145,Bubble,Water,Special,30,40,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
146,Dizzy Punch,Normal,Physical,10,70,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
147,Spore,Grass,Status,15,0,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,1
148,Flash,Normal,Status,20,0,100,FALSE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,70,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
149,Psywave,Psychic,Special,15,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
150,Splash,Normal,Status,40,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
151,Acid Armor,Poison,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
152,Crabhammer,Water,Physical,10,100,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
153,Explosion,Normal,Physical,5,250,100,TRUE,TRUE,FALSE,FALSE,all,FALSE,,TRUE,64,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
154,Fury Swipes,Normal,Physical,15,18,80,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
155,Bonemerang,Ground,Physical,10,50,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
156,Rest,Psychic,Status,10,0,101,TRUE,TRUE,TRUE,FALSE,self,TRUE,21,TRUE,44,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
157,Rock Slide,Rock,Physical,10,75,90,TRUE,TRUE,TRUE,FALSE,double,TRUE,22,TRUE,80,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
158,Hyper Fang,Normal,Physical,15,80,90,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
159,Sharpen,Normal,Status,30,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
160,Conversion,Normal,Status,30,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
161,Tri Attack,Normal,Special,10,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,19,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
162,Super Fang,Normal,Physical,10,0,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
163,Slash,Normal,Physical,20,70,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
164,Substitute,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,90,TRUE,20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
165,Struggle,Normal,Physical,1,50,101,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,25.1,1
166,Sketch,Normal,Status,1,0,101,FALSE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
167,Triple Kick,Fighting,Physical,10,10,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
168,Thief,Dark,Physical,25,60,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,23,TRUE,46,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
169,Spider Web,Bug,Status,10,0,101,FALSE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
170,Mind Reader,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
171,Nightmare,Ghost,Status,15,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
172,Flame Wheel,Fire,Physical,25,60,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
173,Snore,Normal,Special,15,50,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,24,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,2
174,Curse,Ghost,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
175,Flail,Normal,Physical,15,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
176,Conversion 2,Normal,Status,30,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
177,Aeroblast,Flying,Special,5,100,95,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
178,Cotton Spore,Grass,Status,40,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,2
179,Reversal,Fighting,Physical,15,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,21,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
180,Spite,Ghost,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
181,Powder Snow,Ice,Special,25,40,100,TRUE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
182,Protect,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,TRUE,25,TRUE,17,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
183,Mach Punch,Fighting,Physical,30,40,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
184,Scary Face,Normal,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,26,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
185,Feint Attack,Dark,Physical,20,60,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
186,Sweet Kiss,Fairy,Status,10,0,75,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
187,Belly Drum,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
188,Sludge Bomb,Poison,Special,10,90,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,36,TRUE,22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
189,Mud-Slap,Ground,Special,10,20,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
190,Octazooka,Water,Special,10,65,85,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
191,Spikes,Ground,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,TRUE,23,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
192,Zap Cannon,Electric,Special,5,120,50,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
193,Foresight,Normal,Status,40,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
194,Destiny Bond,Ghost,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
195,Perish Song,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,2
196,Icy Wind,Ice,Special,15,55,95,TRUE,TRUE,TRUE,FALSE,double,TRUE,27,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
197,Detect,Fighting,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
198,Bone Rush,Ground,Physical,10,25,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
199,Lock-On,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
200,Outrage,Dragon,Physical,10,120,100,TRUE,TRUE,TRUE,TRUE,random,FALSE,,FALSE,,TRUE,24,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
201,Sandstorm,Rock,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,32,TRUE,37,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
202,Giga Drain,Grass,Special,10,75,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,28,TRUE,19,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
203,Endure,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,58,TRUE,26,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
204,Charm,Fairy,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,29,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
205,Rollout,Rock,Physical,20,30,90,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
206,False Swipe,Normal,Physical,40,40,100,TRUE,TRUE,TRUE,TRUE,single,TRUE,94,TRUE,54,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
207,Swagger,Normal,Status,15,0,85,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,87,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
208,Milk Drink,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
209,Spark,Electric,Physical,20,65,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
210,Fury Cutter,Bug,Physical,20,40,95,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
211,Steel Wing,Steel,Physical,25,70,90,TRUE,TRUE,FALSE,TRUE,single,TRUE,30,TRUE,47,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
212,Mean Look,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
213,Attract,Normal,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,31,TRUE,45,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
214,Sleep Talk,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,82,TRUE,27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
215,Heal Bell,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,2
216,Return,Normal,Physical,20,0,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
217,Present,Normal,Physical,15,0,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
218,Frustration,Normal,Physical,20,0,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
219,Safeguard,Normal,Status,25,0,101,TRUE,TRUE,FALSE,FALSE,allies,TRUE,19,TRUE,20,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
220,Pain Split,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
221,Sacred Fire,Fire,Physical,5,100,95,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
222,Magnitude,Ground,Physical,30,0,100,FALSE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
223,Dynamic Punch,Fighting,Physical,5,100,50,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
224,Megahorn,Bug,Physical,10,120,85,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
225,Dragon Breath,Dragon,Special,20,60,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
226,Baton Pass,Normal,Status,40,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,TRUE,29,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
227,Encore,Normal,Status,5,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,30,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
228,Pursuit,Dark,Physical,20,40,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
229,Rapid Spin,Normal,Physical,40,50,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
230,Sweet Scent,Normal,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
231,Iron Tail,Steel,Physical,15,100,75,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,23,TRUE,31,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
232,Metal Claw,Steel,Physical,35,50,95,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
233,Vital Throw,Fighting,Physical,10,70,101,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
234,Morning Sun,Normal,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
235,Synthesis,Grass,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
236,Moonlight,Fairy,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
237,Hidden Power,Normal,Special,15,60,100,FALSE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
238,Cross Chop,Fighting,Physical,5,100,80,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
239,Twister,Dragon,Special,20,40,100,TRUE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
240,Rain Dance,Water,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,33,TRUE,18,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
241,Sunny Day,Fire,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,34,TRUE,11,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
242,Crunch,Dark,Physical,15,80,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,32,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
243,Mirror Coat,Psychic,Special,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
244,Psych Up,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,77,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
245,Extreme Speed,Normal,Physical,5,80,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
246,Ancient Power,Rock,Special,5,60,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
247,Shadow Ball,Ghost,Special,15,80,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,30,TRUE,33,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
248,Future Sight,Psychic,Special,10,120,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
249,Rock Smash,Fighting,Physical,15,40,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,TRUE,98,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
250,Whirlpool,Water,Special,15,35,85,TRUE,TRUE,FALSE,FALSE,single,TRUE,36,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,2
251,Beat Up,Dark,Physical,10,0,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,37,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
252,Fake Out,Normal,Physical,10,40,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
253,Uproar,Normal,Special,10,90,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,35,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,3
254,Stockpile,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
255,Spit Up,Normal,Special,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
256,Swallow,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
257,Heat Wave,Fire,Special,10,95,90,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,TRUE,36,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
258,Hail,Ice,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,35,TRUE,7,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
259,Torment,Dark,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,41,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
260,Flatter,Dark,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
261,Will-O-Wisp,Fire,Status,15,0,85,TRUE,TRUE,FALSE,FALSE,single,TRUE,38,TRUE,61,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
262,Memento,Dark,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
263,Facade,Normal,Physical,20,70,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,39,TRUE,42,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
264,Focus Punch,Fighting,Physical,20,150,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
265,Smelling Salts,Normal,Physical,10,70,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
266,Follow Me,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
267,Nature Power,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
268,Charge,Electric,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
269,Taunt,Dark,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,12,TRUE,37,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
270,Helping Hand,Normal,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,single,TRUE,41,FALSE,,FALSE,,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
271,Trick,Psychic,Status,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,38,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
272,Role Play,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
273,Wish,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
274,Assist,Normal,Status,20,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
275,Ingrain,Grass,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
276,Superpower,Fighting,Physical,5,120,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,39,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
277,Magic Coat,Psychic,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
278,Recycle,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,67,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
279,Revenge,Fighting,Physical,10,60,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,42,FALSE,,FALSE,,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
280,Brick Break,Fighting,Physical,15,75,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,43,TRUE,31,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
281,Yawn,Normal,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
282,Knock Off,Dark,Physical,20,65,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
283,Endeavor,Normal,Physical,5,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
284,Eruption,Fire,Special,5,150,100,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
285,Skill Swap,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,48,TRUE,40,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
286,Imprison,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,TRUE,44,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
287,Refresh,Normal,Status,20,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
288,Grudge,Ghost,Status,5,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
289,Snatch,Dark,Status,10,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,3
